Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Kocuria,55,"Index([  882,  4799, 18085,  7128,  2585, 13189, 21243, 15673,  7038, 10776,
        4676, 12660,   128,  1232,  1503, 11274,   464,   393,   280, 16924,
       15654,  1350,  3589,  6092, 17061,  3703,  7338, 22460,  2657,  7064,
        3513,   871,    60, 16830,  3875,  3382,   423,  1513,  8386, 14085,
           7,  4583,  1128, 10404, 16528, 19820,   337,   710,  2968,  7424,
        9265,   534,     3, 12710,  1110],
      dtype='int64', name='gcf_id')","[66 60 42 36 28 25 24 21 21 20 18 15 14  6  6  6  5  5  3  3  3  2  2  2
  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1]"
Novosphingobium,113,"Index([ 2111, 12864, 12595,    10,  1951,   101, 21878, 15194, 14309,  6524,
       ...
        5326,  3247,  4248, 18803,   641,     7,  1128,  1110,  6230, 21730],
      dtype='int64', name='gcf_id', length=113)","[50 40 36 29 21 19 17 17 15 15 14 11  7  5  5  4  4  4  4  4  4  4  3  3
  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Tatlockia,69,"Index([ 6416,  5179,   832,   708,  3703,    10, 15483, 21878, 22381, 10853,
       15194,    27,  9747, 17265,  8727, 12532, 19856, 14909, 15502,  1128,
        1104, 12090, 10435, 14837, 19517, 18117, 17131, 16353,  2042,  6192,
       15752, 14351,  1810,  6845, 21157,  9218, 10048,   774, 17187,  1513,
       20983, 10827,  7401, 21492, 19820,   337, 21433, 12341,  9895, 19730,
       14487, 12630,  8555, 12621,  9710, 15207,  8036,   104, 11584,  7792,
       17042,   121,  1837,   169, 11527,  8950,  1503,  6092, 11767],
      dtype='int64', name='gcf_id')","[39 36 36 32 21 18 16 15 14 11 10  8  7  7  6  6  6  6  6  6  6  6  6  6
  6  6  6  5  5  5  4  4  4  4  4  4  4  3  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1]"
Actinokineospora,146,"Index([ 9710,  3703, 15483, 19820,  5284, 16174,    10,  4583,  1951,  7909,
       ...
       10200, 13516, 20807,  9677,  2969,  2210,  2487,  6537, 18364,  9314],
      dtype='int64', name='gcf_id', length=146)","[42 26 20 17 10  9  9  9  9  9  9  9  8  8  7  7  6  6  5  5  5  5  4  4
  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1]"
Roseovarius,79,"Index([16374,  1951, 21878,  3351,  3289,  5165,  8867,   187,  5903,  3508,
       17883,  1773, 11097,  3883, 15194,  3518,   642,  3551,  1871,  5638,
       15483, 15526,  1736, 10997,  2587, 10593,  4158,    59,  7043,   503,
        1611,  3082,  2136, 15496, 19518,    14, 12180, 12710, 14772,    10,
        4906,  4533,  4771,  3256,  1837,  6041,  1952, 18290,  2122, 11970,
        1350, 11516,  3884,  1996,  5157,  4285,  8037, 19383, 16474, 18112,
        1094, 13415,  1935, 10134, 14682, 10388,  1722, 20549,  5760,   776,
        4233,   595,  1118, 19820,  3398,    98,  4845, 11751,  1707],
      dtype='int64', name='gcf_id')","[44 39 32 30 29 27 26 18 15 15  9  8  8  7  6  6  6  5  5  5  5  5  4  4
  4  4  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1]"
Pararhizobium,61,"Index([ 9710,    14,   337,  1717,  5516,  1460,   728,   742, 15344,    10,
         882,  1184,  3589,  3874,  3565,  3773,  3577,  3555,  1738,  8537,
       15194,  1388,  2954,  8324, 21878,  6550,  2170,  9454,  1611,  3703,
          94, 19130, 15230, 10824,  1784,  1174,  5718, 15495,  3465,    82,
       15483,  1132,  4533,  1813,  8502,   612,  2219,   629,  8886,  3883,
         832,  1617, 14483,  3685,  3584, 12710, 16705,  5140, 12493, 21587,
        4305],
      dtype='int64', name='gcf_id')","[58 54 50 39 34 26 24 16  9  8  7  7  6  5  5  4  4  4  4  3  3  3  3  3
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Nocardioides,138,"Index([  882, 14584,  7919, 14776, 17114,  2948,  9318, 14666, 19820,  9436,
       ...
         836, 10509, 13319, 12708, 17593, 14317, 11245,  3703, 15073, 15242],
      dtype='int64', name='gcf_id', length=138)","[52 32 19 14 14 13 10 10 10  8  8  7  6  6  6  6  5  5  5  5  5  5  4  4
  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Lysobacter,73,"Index([21034,    10, 21878,  3703,  1128,  8506, 17786,    80,   676,   503,
        3589,  1513, 13991, 13164,  1695,  4158, 19150, 12341, 11906,  2081,
        9311,  6206, 10468, 14338, 22356, 18367, 13115, 18136,  5601,  9494,
        6550, 20721, 13338,  1743, 16179, 11274, 12785,   187,  1098,   464,
         832, 16832,  7445, 11527, 14311, 14549,  1201,   121, 10650, 14545,
         641,  1777,  7330,   125, 14185,  2367, 18516, 20768,   836,    37,
       15805, 11327,  9219, 19647, 17247, 21276, 17788, 17537,   141,  5062,
        1454,  7899,  1327],
      dtype='int64', name='gcf_id')","[46 37 31 25 25 21 21 21 14 12 10  9  8  7  7  7  7  7  6  6  5  5  5  4
  4  4  4  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1]"
Bacillus_X,41,"Index([   81,  5934,   882,  5567,   343, 10536, 14707, 21988,  2050, 18485,
       12239,  8418,  3589, 11327,  6297, 16455,  6616, 13642, 17374,  2948,
       14776,   888, 12540,  2648, 14717, 17137, 15284,  1211,     2, 22389,
       20613,  4668,   406,  8914,  1513, 14903,  3774, 18912,    50, 15495,
        5105],
      dtype='int64', name='gcf_id')","[55 49 48 37 36 32 29 16 14 13 12 11  9  8  8  5  5  4  4  4  3  3  2  2
  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Brevibacterium,66,"Index([ 1951,  8132,  9410,   882,   710,  4305,  9297, 15553,  4657,   393,
        6550,  4486,  7983,  1709, 21878,  3703,  2587,  1611,  1513, 14606,
        2657,  5326,  1389,  4583, 21847, 17061, 14776,   104,  1695,   464,
        4676, 20152,  9308, 18324,  3589,  2585, 18938,  1899, 10404, 11676,
       10853, 21519,  9318,     6,  1831,   495,  3774, 12341, 17289,  3513,
       15694,  7364,  6618, 20825, 10555, 17220,  6599,  6312, 18179,  4668,
        7957,  9439, 11804,  4664, 20227,  2948],
      dtype='int64', name='gcf_id')","[61 54 46 28 21 20 16 16 15 13 10  7  6  6  5  5  5  5  4  4  4  4  4  4
  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Erwinia,67,"Index([  882,  3703, 14168,  1706,  1513, 21034,  2439, 14032,  1700,  6055,
       15194,   297, 11231,    14,  1128, 21249,  8932, 18752,   765, 21306,
       19695,  4073, 13578,  1032, 14449,    42,  3256,  2359, 12747,  8950,
       19197,  1454, 16054, 19362, 14812, 14941, 15483,  3589, 17736,  5809,
       15887,  3943,  1110,  1046,   157, 21950,  1927, 15177, 16783,   382,
       21878,  3495,   104, 20693,  2760,  9710, 11942,  1662,  7440,  3356,
        4340,  1410,  6975, 12700, 15585, 17800,     2],
      dtype='int64', name='gcf_id')","[65 47 39 37 19 19 17 17 15 14 12 11 10  8  7  5  5  3  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Janthinobacterium,45,"Index([ 6528,   601,   660, 18825,    10,  2027, 21034, 12536,  1128,  1513,
        7519,  1054, 16832, 15483, 10772, 15194, 15163, 19813,  1182,  2296,
        9710,   710,  2066, 15449,  8950, 22381, 22148,  3703, 17672,   187,
        9134, 22356,   697,  1618,  1235,  1671, 14776, 18291,  1743,  8932,
        9872,   832, 17848,   678,  3559],
      dtype='int64', name='gcf_id')","[62 59 51 49 46 43 14 10  8  7  7  4  3  3  3  3  3  2  2  2  2  2  2  2
  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Cryobacterium,55,"Index([ 4799, 16162,  7338,  2783,  1503, 10951, 17091,  8096,  8372,  1948,
          37,  2585,  1162, 16128, 19749,  9213,   444,  7179, 14289,     6,
         474,  8460, 14441, 12710,  2210,  3239,   882,  6605,  2407,  3465,
        2555,  7819,  1247, 14801,   534,  8001,  1837,  3782,  2242, 10557,
        6858, 22381,   420,  2052,  3879,  5602, 19326,   393,   503,   464,
          80,  5355,  9165,  4583,    60],
      dtype='int64', name='gcf_id')","[99 98 76 17 14 11  8  7  6  6  5  5  4  4  3  3  2  2  2  2  2  2  2  2
  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1]"
Sphingopyxis,55,"Index([ 2111,  8991, 14009,   101,  1951,   614,   732, 20982,  6230,  1101,
        5236, 11784,  4248,   187,  9098,  5663,  9234,  7819,  6479,  9932,
       17209, 16440,  2831, 12707,  7587,  2050, 13677,  8996,    98,    10,
        3072,  7694,  6791,  4722,  1182,  8211,  5512,   808, 13148,  4118,
       12710,   393,  2467,  6609,  9838, 14034,  2172, 10557, 12896,    14,
        4999, 21878,  3955,  5781,  5276],
      dtype='int64', name='gcf_id')","[63 44 39 30 28 21 19 18 17 16 14  9  6  6  6  5  5  4  4  3  3  3  2  2
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1]"
Elizabethkingia,15,"Index([ 882, 9971, 5264,   34, 3303, 2830, 5570, 5079, 5328, 5581,   10, 9558,
        710,  104, 6527],
      dtype='int64', name='gcf_id')",[132  75  38  37  31  30  23  21   8   4   2   1   1   1   1]
Streptacidiphilus,147,"Index([ 9710,   882, 15483,  9989,  4533, 12708,  1010, 22333,  1128,  1462,
       ...
       16097, 16284, 10453,   460,   871,  2989, 22318,  5567, 14005,  8641],
      dtype='int64', name='gcf_id', length=147)","[19 18 15 12 11 11 10  9  8  8  7  7  6  6  6  6  6  6  6  6  6  5  5  5
  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1]"
Synechococcus_C,75,"Index([    4,  1684,  4567, 10664,   711,  9267,   261,   307,   359,   270,
         835,   869,  2807, 19312,   776,   210,  1238,  2005,   256,   253,
         362, 19461,   332,   506,    80, 18648,  1110,  6303,   251,  1251,
         449,  2022,  2392,   273,  2867,   856,  2008,   680,   347,  3851,
        1743,   729,  1930, 10557,   824,  5970,  2274,   254,  5485,   952,
        3132,   547,  4484,  3717,  7498,  2029,    90,   269, 19820,  6424,
         187,   732,    10,  2009, 18056,  5472,   381, 20706,  1153,   700,
       20188,  1727,   229,  2732,  3641],
      dtype='int64', name='gcf_id')","[101  36  36  33  14  13  10   8   8   8   7   6   5   5   5   5   4   4
   4   4   3   3   3   3   3   3   3   3   3   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1]"
Pasteurella,5,"Index([10, 5543, 2, 21034, 15194], dtype='int64', name='gcf_id')",[204 164  27   7   1]
Leuconostoc,28,"Index([ 9492,    34,  8497,  9077,  6742,  2830,  1662, 13115,   383, 19820,
           0,    88,   494,  3538, 14595,    12,   148, 13189,  3921,  2391,
        6095,  5404,  2390,    80,    10,  1874,  5178,  2486],
      dtype='int64', name='gcf_id')","[177  60  57  23  21  10   9   5   5   4   4   4   3   3   2   2   2   1
   1   1   1   1   1   1   1   1   1   1]"
Phaeobacter,19,"Index([16374, 21878,  3508,   187,  5571, 12536, 19527,   742,    14,  1193,
       12874,  1617,  1671, 17883,  1169,  2445,  1379,  1813,  2255],
      dtype='int64', name='gcf_id')",[47 47 47 46 42 42 40 31 15  8  4  3  3  3  2  2  2  1  1]
Pseudomonas_B,36,"Index([ 5326,  8932, 21034, 18515,  2648, 13595,  1309,     7,  3292, 10772,
         882,  1813, 15980, 16832,  1128,  4217, 22381, 15456,  3589,  1513,
         877, 15483,  1454, 15194, 10702,  9409,  3703, 19613, 22356, 21578,
       21424,  1671,   728,   616,   931,  1501],
      dtype='int64', name='gcf_id')","[56 53 44 36 26 22 19 18 12 11 11 10  9  6  6  6  4  4  4  3  2  2  2  2
  2  2  2  2  1  1  1  1  1  1  1  1]"
Paenibacillus_G,77,"Index([ 1128,  3703,   343,  1513,    81, 15194, 15821, 11656, 16820, 20883,
       16919,  3589, 21878, 22560, 22381, 22663, 20335,  7504,   889, 13052,
        1951, 22356, 10557,  2872, 18346, 10853,  1309, 20089, 10957,  5466,
       21633,   882, 16054, 10422, 15547, 12871, 10953,  1724,   742, 20923,
       13150,  6040,   358, 11351,  8036,  2752, 21795,  9710, 11248, 13584,
       13464,  2948, 13009,  2969, 10649,  5495,    50,    98, 12341, 10366,
       22389,  4533, 20629, 17874,  6297,  3919, 22328,     3,  2830,     2,
       13851,  3738,    80, 13840,   534, 13809, 18670],
      dtype='int64', name='gcf_id')","[59 40 23 19 15 13 12 11 11  8  8  7  7  6  6  5  5  5  4  4  4  4  3  3
  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2
  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1]"
Lactobacillus_H,25,"Index([ 8041,    34,     0,  3301, 17415,    53, 21249,  3538,  3703,  9168,
          36, 18909,  2242,  1119,  1513,    80,   521,  6192,   836, 12710,
       19820, 15194,  2484,  1831, 14107],
      dtype='int64', name='gcf_id')","[192 100  18  11  10   9   7   6   4   3   3   3   2   2   2   2   1   1
   1   1   1   1   1   1   1]"
Tritonibacter,17,"Index([21878,  1951, 16374,   642,  3289,  9300,  5903,    14,  3535,  2996,
        1207,  6559, 10404,  7134,    80, 20994, 17883],
      dtype='int64', name='gcf_id')",[55 55 55 55 41 39 36 17 12  3  2  1  1  1  1  1  1]
Providencia,22,"Index([ 4182,  1706,   812,     7,  8538,     8, 21306,  4420,  3703,  3589,
        4554,  8854, 21249,  5760,  1276, 21518,    42,   121,  1350,  6550,
        1605,  6566],
      dtype='int64', name='gcf_id')","[112 105  41  23  21  16  15   8   4   3   3   3   2   2   1   1   1   1
   1   1   1   1]"
Lonsdalea,28,"Index([ 1128,  1706, 19163,  1309, 21034, 13292, 20606, 14941,  1513, 18532,
       22381, 14085, 21402, 12114,  3038,  9710, 11584,   358,  1454, 15483,
         877, 15194,   907,  3660, 15014,  7545,  7440, 13088],
      dtype='int64', name='gcf_id')","[54 36 35 33 33 31 30 29 21 15  6  6  5  5  4  3  3  3  2  2  1  1  1  1
  1  1  1  1]"
Aliivibrio,14,"Index([21034,  1951,   710,  2389, 15194,  1729,   882, 15931,  1454,   503,
        6312,  9710,   297,  5551],
      dtype='int64', name='gcf_id')",[87 83 66 62 16 14 10  5  4  2  2  1  1  1]
Mucilaginibacter,90,"Index([21878, 21034,  9238,  1807,  9466, 12113,  1128, 18753,  3703,    34,
       10557,  5567, 10113, 15595,  1831, 21905,  2830, 15194,  5079, 17871,
          10,  1513, 19820,  1350,    37, 17549,  2142, 15300, 11685,   882,
       17423, 10725, 19428, 13511,   719,   503, 22462, 13115, 20017,  3297,
        9113, 15799,  8763,  1317, 14429, 20464, 16138, 22381, 17613, 16385,
       20404, 19491, 19020, 16043, 18511, 22034,   776,  8001,  2502, 20010,
        3120,  4855,  2050, 22467, 21500,  7304, 21872, 19697,   456, 13059,
        9997,  9995, 21409, 15663,  9128, 17681,  8036, 15218, 19997, 11049,
        2842,  1743,  2752,  6221,  6426, 13052, 19165, 16479, 13817, 15483],
      dtype='int64', name='gcf_id')","[24 23 18 18 14 14 12 12 12 11 11  9  7  7  7  6  6  6  6  6  6  5  5  5
  5  4  4  4  3  3  3  3  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Microbispora,78,"Index([ 9710,   848, 16837, 18813,   985,   882, 15483,  4533,  7494,  2948,
       18771, 17179,     3,  6693,  4201, 12708,  3703,  2908, 22150, 17951,
        3352, 18397, 15194, 14158,  6550,    80,  9599, 22172,  2850, 17954,
       16933, 21878, 19820, 22356, 11098, 21000, 14420,  4583,  4162, 18738,
         222,   500, 22333,   464,   868,   438,  7604,  5079,  6502,  8036,
       14201, 11960, 16310,  6105, 22591, 10733, 12750, 22513, 10910,  1777,
       13436, 18116,  9897,  9496,  9634,   889,  2444, 12219,  4305,  5825,
        6312, 20108, 17827,  8626, 22519, 15695, 10772,  1128],
      dtype='int64', name='gcf_id')","[38 14 14 13 13 12 12 11 10 10 10 10  9  9  9  8  8  6  6  6  6  6  6  6
  5  5  4  4  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1]"
Bacteroides_B,12,"Index([21034, 73, 34, 13541, 7804, 8544, 14216, 5321, 22317, 1513, 15194,
       5488],
      dtype='int64', name='gcf_id')",[166  81  63   7   7   6   5   2   2   1   1   1]
Paraburkholderia_A,50,"Index([   10,  1888, 21034,  1149,  5186,   393, 13438, 21878,  8641, 13017,
         676, 10936,   832,  5633,  2440,  8054,   629,   641,  3956,  4121,
        2913,    50,   957, 14073, 18355,  2587,  9400,  9383,   349,  6698,
        9710,   836, 15331,  6609, 20929, 10702,  1513, 11172, 15530, 14508,
         187, 15483, 16771,  1110, 14399, 14691,  3703,  2136,  1128,  7159],
      dtype='int64', name='gcf_id')","[32 26 26 25 23 22 20 20 20 18 15  9  8  6  6  6  5  4  3  3  3  3  2  2
  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1]"
Geobacillus,29,"Index([10536, 17044,   508,  4536,   117,   889,  1454, 14851,  3589,     6,
          80, 15194, 10953,    81,  2840,  5434,  4186,   823,  1032,   534,
        3310,   122,   104,  6192, 22457,  5567,     3,  3309, 21249],
      dtype='int64', name='gcf_id')","[65 62 61 38 35 12 12  8  7  6  3  3  3  3  3  2  2  2  2  2  1  1  1  1
  1  1  1  1  1]"
Aquimarina,56,"Index([ 8935, 20769,  1035, 21034,  3703,  1128,  5079, 22356,   913,  2218,
        2948,    34, 15483, 11767,    10,     0,  1513, 17512,  7330, 14397,
       16054, 13052,  7173, 18490, 10284,  2830,  2608, 13415, 21878,  5140,
        6312,  8036,   882,  9710,  6402,  7854,  2132,  2482, 17593, 15194,
       10557, 19820,  7174,  6426,    35,    53,  4902,   156, 16743,  3303,
       18507,   352, 13419, 19327,  4368,   121],
      dtype='int64', name='gcf_id')","[31 30 28 24 22 18 17 16 16 15  8  8  6  6  6  6  5  5  4  4  4  4  4  3
  3  3  3  3  3  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]"
Herbidospora,89,"Index([ 9710,  3703,  1047,   848, 14158, 16981,   222, 16837, 16933, 22381,
         393, 15483, 16819, 14284,  4673,  2732,   985, 21816, 18393,  7494,
        1513, 16829, 19820, 12341,  4533, 10870, 12750,   599, 21878, 19391,
       19101, 14776,  1695, 10286,  8295,  1128,   337, 22575,    98,  5001,
       16772,   465,   104, 21481, 18284,    21,   199, 11567,   464, 15720,
       22650,  1777, 22591, 16227, 13650,  5851, 15934, 13741,  6064, 12708,
        3020, 21672,  1462, 21694,  2587, 22357,  7173, 12746,  4532, 19278,
       12413,   474,  9392,   433,  7447,     1, 16443, 22301,  1350, 18767,
        2105, 22312,  2034, 10853,  2118, 11181, 17702, 10777, 12080],
      dtype='int64', name='gcf_id')","[31 15 11 11 11 11 11 10 10 10 10  9  8  8  8  7  7  7  7  7  6  6  5  5
  5  4  4  4  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Clostridium_P,22,"Index([ 1273,    34,    80,   123,  1063, 10853,   889,   116,  5858,  2869,
       16387,  1128,     4,  3562,  5944,  3310, 13052,  6575,   369,   110,
          35,    32],
      dtype='int64', name='gcf_id')","[185  67  31   8   7   6   5   5   4   2   2   1   1   1   1   1   1   1
   1   1   1   1]"
Kribbella,92,"Index([  882, 12140, 14972, 22386,  6542,  7496, 12708,  1021,  3703, 22327,
        4158,  4533, 22341,   393, 19820,  7133,  4399,  4831,  4583, 11028,
         464,    98, 10555,  7046,  4305,  5756,  3928, 16996,  8036,  6869,
       10066,  8979, 15506, 12571,  1695, 16829,  1503,  1454, 19506, 21662,
       22381, 11584,   676,    80, 11567, 12341, 16994, 22060,  9710, 20478,
       16087,  6402, 18262, 14776, 14331,  7790,  1513,  4214, 10565,  1217,
        8406, 22591,  8195,  7000,  4407,    66, 19946,  4123, 18894, 19109,
        1743, 21249,  3001,  6484,  1128,  7732, 21779,  2893,  8405, 11980,
        3815,  7276,  2105, 21878,   868, 11047,  6105, 22047, 17463, 22317,
        9038, 21806],
      dtype='int64', name='gcf_id')","[27 26 26 23 20 20 13 10 10 10  8  6  6  6  5  4  4  4  4  3  3  3  3  3
  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Faecalicatena,35,"Index([ 1273,  5826,  8110,    80,  6312, 17040, 14296, 16619,  3470,  5944,
        1063,  3703,   889,    34,   369,  5079,  8036,  5846,     6,  4092,
       21258,   787, 21508, 13088,  5858, 13912,     2,  1119,   121, 17916,
        3231,   430,  9040,  3562, 14773],
      dtype='int64', name='gcf_id')","[100  43  42  32  26  17   7   6   4   4   4   4   3   3   3   3   3   2
   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1]"
Tsukamurella,40,"Index([ 3703, 15483,  1951, 16803, 16433, 15533,   393, 10633, 20974, 11676,
          10, 18538,   192, 11699,  7501, 14563,  4286, 22381, 19239,   199,
        1027, 22333,  9710,  1695,  6224, 22166,  2830,  7790,  1513,  9409,
        4676,  2601, 10777,   217,  6092,  8036,  5966, 21011,  2210,  4533],
      dtype='int64', name='gcf_id')","[22 21 21 21 20 20 19 19 19 17 14 13 10 10  8  8  7  4  4  4  4  3  2  2
  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1]"
Nitrosomonas,61,"Index([ 9983,  3703,    10,  6524,  3960,  3295,  7638,  9710,  8523,  1058,
        1454,  6045, 20386, 17671,  1513,   710,  1951,  1128,  6495,  5546,
       21878,  6715, 15483,     2,  1404,  1803, 15194, 14827, 14845,  2945,
       10853,  1110, 13315,  3479,  3798,  6366,  2807,  4512, 15545, 19368,
        1837,    50,   439,   616,  3390,   709,  3688,  3921,  1309, 21034,
       13052, 15734,  1350,  9620,  8014,  4664,  1381,  2102,  4160, 19820,
        1174],
      dtype='int64', name='gcf_id')","[29 29 26 18 16 14 14 14 13 12 11 10 10  9  7  6  5  5  4  3  3  3  3  3
  3  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Brachyspira,13,"Index([2529, 21034, 50, 4762, 2, 3326, 561, 517, 1425, 9711, 7678, 14399,
       5070],
      dtype='int64', name='gcf_id')",[73 53 46 40 34 21 15 11  6  5  5  3  1]
Nitrosospira,36,"Index([12866,  2422,  2424,  6017,  1260,  3703, 14535,  1309,  1128, 15194,
        1513,  2099,  1058,  7159, 16832, 18929,  9306,  4664,  2794, 10736,
       14845, 19358, 13697,  5451,  6181,  9710,  4529,  6114, 11057,  1025,
        2691,   393,  9300,    80,  8466,   732],
      dtype='int64', name='gcf_id')","[35 35 35 35 29 27 19 12  9  9  8  7  6  5  5  4  4  3  3  2  2  2  2  1
  1  1  1  1  1  1  1  1  1  1  1  1]"
Thioalkalivibrio,19,"Index([21034, 12999,   588,  1074,  7603,  9518,  1058, 19281, 14431, 10813,
         709, 16754,  1110,    10,  8649,  7087,  7136,  6839,  1837],
      dtype='int64', name='gcf_id')",[69 65 46 37 24 13 12 11  7  6  5  4  3  2  1  1  1  1  1]
Actinomyces,60,"Index([  393,  6233,  2507,    80,  6312,  3410, 19820,   534, 15194, 22356,
         464,  3362,  6618,  6550,  3703,  7577,   382,  2105,  3589,  5640,
           4,  3513,   113,  4915, 10404,   369,  4668,  1128, 21249,  3774,
       16054,  9222,  4313,   166,   104, 21715,   432,  5455,   889, 10098,
        1425,  5172,     6,   494,  9870,  3662, 15483,  7789,  1695,   349,
        5187, 13107, 22333,  4092,  1820, 13795, 22317,  4544, 22239, 12341],
      dtype='int64', name='gcf_id')","[48 30 29 19 15 14 14 11  7  7  6  6  5  5  5  5  4  4  4  4  3  3  3  3
  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1]"
